filename,place_name,category,city,Lat,Lon
EKB_2412.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2412.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
Yaroslavl_230.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Yaroslavl_228.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Vladimir_1737.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1737.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1737.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
NN_1071.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
EKB_264.jpg,Харитоновский сад,"urban_environment,gardens_and_parks,cultural,interesting_places",EKB,56.846531,60.613251
Vladimir_1738.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1738.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1738.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
Yaroslavl_2411.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
Vladimir_1738.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1738.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1738.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
EKB_2414.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2414.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
Yaroslavl_2413.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
EKB_2414.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2414.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
EKB_268.jpg,Харитоновский сад,"urban_environment,gardens_and_parks,cultural,interesting_places",EKB,56.846531,60.613251
Yaroslavl_2412.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
NN_1073.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
Yaroslavl_2416.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
EKB_2415.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2415.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
Yaroslavl_232.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Vladimir_1739.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1739.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1739.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
NN_1074.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
Vladimir_1739.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1739.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1739.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
Vladimir_1738.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1738.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1738.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
EKB_273.jpg,Харитоновский сад,"urban_environment,gardens_and_parks,cultural,interesting_places",EKB,56.846531,60.613251
EKB_2416.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2416.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
NN_1077.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
Yaroslavl_2417.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
NN_1075.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
EKB_271.jpg,Харитоновский сад,"urban_environment,gardens_and_parks,cultural,interesting_places",EKB,56.846531,60.613251
NN_1076.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
Yaroslavl_234.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
EKB_272.jpg,Харитоновский сад,"urban_environment,gardens_and_parks,cultural,interesting_places",EKB,56.846531,60.613251
Yaroslavl_2418.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
Yaroslavl_233.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Yaroslavl_2419.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
Vladimir_1740.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1740.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1740.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
EKB_2417.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2417.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
EKB_269.jpg,Харитоновский сад,"urban_environment,gardens_and_parks,cultural,interesting_places",EKB,56.846531,60.613251
Yaroslavl_236.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Vladimir_1740.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1740.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1740.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
NN_1069.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
Yaroslavl_235.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
EKB_2415.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2415.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
EKB_2418.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2418.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
Yaroslavl_2420.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
NN_1070.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
Vladimir_1740.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1740.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1740.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
Yaroslavl_2421.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
EKB_274.jpg,Харитоновский сад,"urban_environment,gardens_and_parks,cultural,interesting_places",EKB,56.846531,60.613251
EKB_275.jpg,Харитоновский сад,"urban_environment,gardens_and_parks,cultural,interesting_places",EKB,56.846531,60.613251
NN_1078.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
Yaroslavl_237.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Yaroslavl_2422.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
NN_1081.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
EKB_2418.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2418.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
Yaroslavl_238.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
EKB_2419.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2419.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
EKB_2419.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2419.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
EKB_2416.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2416.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
Vladimir_1742.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1742.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1742.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
EKB_276.jpg,Харитоновский сад,"urban_environment,gardens_and_parks,cultural,interesting_places",EKB,56.846531,60.613251
Yaroslavl_2424.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
NN_1082.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
EKB_277.jpg,Харитоновский сад,"urban_environment,gardens_and_parks,cultural,interesting_places",EKB,56.846531,60.613251
EKB_278.jpg,Храм в честь Вознесения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",EKB,56.844761,60.612843
Yaroslavl_240.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
NN_1080.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
Vladimir_1742.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1742.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1742.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
EKB_2420.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2420.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
Yaroslavl_239.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Yaroslavl_241.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Yaroslavl_2427.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
Yaroslavl_2425.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
NN_1083.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
EKB_279.jpg,Храм в честь Вознесения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",EKB,56.844761,60.612843
EKB_270.jpg,Харитоновский сад,"urban_environment,gardens_and_parks,cultural,interesting_places",EKB,56.846531,60.613251
NN_1085.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
Yaroslavl_2423.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
Vladimir_1743.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1743.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1743.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
Vladimir_1742.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1742.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1742.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
Yaroslavl_242.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Yaroslavl_244.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
EKB_2420.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2420.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
EKB_280.jpg,Храм в честь Вознесения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",EKB,56.844761,60.612843
EKB_2421.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2421.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
NN_1084.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
EKB_281.jpg,Храм в честь Вознесения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",EKB,56.844761,60.612843
EKB_2417.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2417.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
Yaroslavl_2428.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
Vladimir_1743.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1743.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1743.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
Yaroslavl_243.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
EKB_282.jpg,Храм в честь Вознесения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",EKB,56.844761,60.612843
Yaroslavl_2429.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
EKB_2422.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2422.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
EKB_2422.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2422.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
NN_1079.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
NN_1086.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
Yaroslavl_2430.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
EKB_2423.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2423.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
EKB_283.jpg,Храм в честь Вознесения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",EKB,56.844761,60.612843
NN_1087.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
EKB_2421.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2421.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
Yaroslavl_245.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
EKB_284.jpg,Храм в честь Вознесения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",EKB,56.844761,60.612843
Vladimir_1744.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1744.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1744.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
NN_1089.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
EKB_286.jpg,Храм в честь Вознесения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",EKB,56.844761,60.612843
NN_1088.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
Vladimir_1744.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1744.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1744.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
Yaroslavl_248.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Yaroslavl_2432.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
EKB_287.jpg,Храм в честь Вознесения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",EKB,56.844761,60.612843
NN_1090.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
Yaroslavl_247.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
EKB_288.jpg,Храм в честь Вознесения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",EKB,56.844761,60.612843
Vladimir_1745.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1745.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1745.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
Yaroslavl_2435.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
Yaroslavl_249.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Yaroslavl_2434.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
Yaroslavl_250.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
EKB_289.jpg,Храм в честь Вознесения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",EKB,56.844761,60.612843
EKB_2424.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2424.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
Vladimir_1743.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1743.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1743.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
Yaroslavl_252.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Yaroslavl_251.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Vladimir_1745.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1745.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1745.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
Vladimir_1745.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1745.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1745.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
NN_1091.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
EKB_2425.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2425.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
Yaroslavl_2436.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
EKB_2424.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2424.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
Yaroslavl_246.jpg,Беседка на Волжской набережной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Yaroslavl,57.629944,39.896305
Vladimir_1746.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1746.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1746.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
NN_1094.jpg,Благовещенский собор,"religion,cathedrals,monasteries,interesting_places",NN,56.322552,43.976471
Vladimir_1744.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1744.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1744.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
Yaroslavl_2431.jpg,Российский государственный академический театр драмы имени Федора Волкова,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Yaroslavl,57.627155,39.884796
EKB_2423.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.842964,60.588932
EKB_2423.jpg,улица Февральской Революции,"cultural,urban_environment,interesting_places,squares",EKB,56.841328,60.593147
EKB_291.jpg,Храм в честь Вознесения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",EKB,56.844761,60.612843
Vladimir_1746.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.107956,40.30917
Vladimir_1746.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.158051,40.361938
Vladimir_1746.jpg,Владимир,"historic,monuments_and_memorials,interesting_places,monuments",Vladimir,56.152447,40.367638
EKB_290.jpg,Храм в честь Вознесения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",EKB,56.844761,60.612843
